
DPS Ranking:
111749061 100.0%  Raid
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.35sec  DPE= 224934| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.3| 12.96sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 99.2|  2.99sec  DPE=  50100| 4%  DPET=  24798  DPR=   0.0  pDPS=16595  Miss=0.00%  Hit=39156|26019|51964  Crit=79876|53080|106006|26.9%
    brambles                     Count=230.0|  1.29sec  DPE=  10168|23%  DPET=      0  DPR=   0.0  pDPS= 7805  Miss=0.00%  Hit=10168|9792|11266
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2990  Miss=0.00%  Hit=13903|12994|18688  Crit=28358|26508|38124|26.8%
    brambles_reflect             Count=230.0|  1.29sec  DPE=  19729| 4%  DPET=      0  DPR=   0.0  pDPS=15143  Miss=0.00%  Hit=15417|14438|20764  Crit=31452|29454|42359|26.9%
    cat_form                     Count= 21.7| 13.48sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=123.3|  2.41sec  DPE=  37571| 4%  DPET=  46695  DPR=   0.0  pDPS=15479  Miss=0.00%  Hit=30067|20816|33257  Crit=61323|42464|67844|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.55sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.4| 45.24sec  DPE= 524500| 2%  DPET= 522213  DPR=   0.0  pDPS= 7735  Miss=0.00%  Hit=423967|63679|523328  Crit=864539|129906|1067589|25.7%  Parry=3.0%
    leech                        Count=201.7|  1.82sec  DPE=  34686|69%  DPET=      0  DPR=   0.0  pDPS=23415  Miss=0.00%  Hit=34687|  10|166383
    mangle                       Count= 45.2|  6.52sec  DPE= 261504|10%  DPET= 214298  DPR=   0.0  pDPS=39476  Miss=0.00%  Hit=204078|132412|269527  Crit=416568|275315|549835|27.0%
    maul                         Count= 66.2|  4.44sec  DPE=  55561| 3%  DPET=      0  DPR=2778.0  pDPS=12283  Miss=0.00%  Hit=40492|25705|53299  Crit=82574|54495|108730|35.8%
    moonfire                     Count= 36.4|  8.08sec  DPE= 750780|23%  DPET= 615602  DPR=   0.0  pDPS=91137  Miss=0.00%  Hit=103791|47170|287637  Crit=212051|98151|586779|26.9%  TickCount=182  MissTick=0.0%  Tick=49400|28|66584  CritTick=100755|388|135831|26.9%  UpTime=98.3%
    natures_guardian             Count=201.7|  1.82sec  DPE=   4295| 8%  DPET=      0  DPR=   0.0  pDPS= 2899  Miss=0.00%  Hit=4295|   1|20623
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 24.4|  6.03sec  DPE= 231349| 5%  DPET=      0  DPR=   0.0  pDPS=19140  Miss=0.00%  Hit=182968|119284|213008  Crit=373047|243340|434536|26.4%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.84sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.3|  9.67sec  DPE= 173831| 4%  DPET=      0  DPR=   0.0  pDPS=15287  Miss=0.00%  Hit=173830|169198|194669
    rake                         Count= 21.2| 14.68sec  DPE= 633602|11%  DPET= 630779  DPR=   0.0  pDPS=44967  Miss=0.00%  Hit=89520|57517|181802  Crit=182478|117335|370876|26.2%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=90117|28|189074  CritTick=183916|57|385711|26.9%  UpTime=94.7%
    rip                          Count=  9.3| 25.96sec  DPE=1409409|11%  DPET=1403212  DPR=   0.0  pDPS=43947  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=76164|893|102715  CritTick=155351|1821|209539|26.9%  UpTime=90.1%
    shred                        Count= 48.9|  6.11sec  DPE= 197603| 8%  DPET= 196720  DPR=   0.0  pDPS=32294  Miss=0.00%  Hit=159228|106244|176402  Crit=324936|216738|359860|26.1%  Parry=3.0%
    swipe_bear                   Count=  5.7| 47.46sec  DPE= 121879| 1%  DPET= 105326  DPR=   0.0  pDPS= 2307  Miss=0.00%  Hit=95211|65621|106858  Crit=193733|133867|217991|27.1%
    thrash_bear                  Count= 35.8|  8.28sec  DPE= 327577|10%  DPET= 269528  DPR=   0.0  pDPS=39198  Miss=0.00%  Hit=170551|107440|229395  Crit=348077|223476|467966|26.8%  TickCount=97  MissTick=0.0%  Tick=31467|2839|43278  CritTick=64214|14078|88287|26.8%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.4 trigger= 84.4 uptime=17.47%  benefit=18%
    bear_form             : start=23.3 refresh=  0.0 interval= 13.0 trigger= 13.0 uptime=61.54%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.7 refresh=  0.0 interval= 12.9 trigger= 13.1 uptime=38.46%  benefit=38%
    collapsing_shadow     : start= 5.4 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=26.63%  benefit=27%
    dash                  : start= 2.0 refresh=  0.0 interval=186.7 trigger=186.7 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.9 refresh= 45.4 interval=  8.1 trigger=  3.6 uptime=53.38%
    gory_fur              : start= 1.0 refresh=  5.8 interval=  0.0 trigger= 37.5 uptime=85.79%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 44.2 interval=235.2 trigger=  6.5 uptime=97.72%  benefit=98%
    mangle                : start=15.5 refresh=  0.0 interval= 18.2 trigger= 18.2 uptime= 6.54%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.8 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.39%  benefit=11%
  Procs:
     15.6 |  18.17sec : gore
  Gains:
    6995102.9 : leech             (health)
    2338635.0 : brambles          (health)
    866083.7 : natures_guardian  (health)
       465.7 : bear_form         (rage)
       781.2 : bear_melee        (rage)
       143.4 : thrash_bear       (rage)
       288.0 : mangle            (rage)
        20.3 : rake              (combo_points)  (overflow=1.4%)
        46.7 : shred             (combo_points)  (overflow=1.6%)
      3089.6 : energy_regen      (energy)  (overflow=38.3%)
        74.7 : energy_refund     (energy)
       290.9 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Obelisk_of_the_Void_900 tauren druid guardian 110
  DPS: 398556.7  DPS-Error=159.2/0.040%  DPS-Range=32122/8.1%  DPS-Convergence=69.1%
  HPS: 26313.7 HPS-Error=45.0/0.2%
  DPR=61332.0  RPS-Out=6.5 RPS-In=6.5  Resource=(rage) Waiting=0.0 ApM=66.9
  DTPS: 1941503.1  DTPS-error=1387.9/0.1% 
  TMI: 1748913.7  TMI-error=3322.4/0.2%  TMI-min=1308239.0  TMI-max=2657343.7 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=19.15%|19.15%(7180)  speed=19.15%|19.15%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=19.15%|19.15%(7180)  speed=19.15%|19.15%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.29sec  DPE= 225536| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.3| 12.92sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 99.2|  2.99sec  DPE=  50170| 4%  DPET=  24841  DPR=   0.0  pDPS=16616  Miss=0.00%  Hit=39209|26019|52226  Crit=79991|53080|106542|26.9%
    brambles                     Count=229.9|  1.30sec  DPE=  10186|23%  DPET=      0  DPR=   0.0  pDPS= 7815  Miss=0.00%  Hit=10186|9792|11337
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2998  Miss=0.00%  Hit=13939|12994|18805  Crit=28430|26508|38362|26.8%
    brambles_reflect             Count=229.9|  1.30sec  DPE=  19763| 4%  DPET=      0  DPR=   0.0  pDPS=15162  Miss=0.00%  Hit=15442|14438|20895  Crit=31511|29454|42626|26.9%
    cat_form                     Count= 21.7| 13.44sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=123.4|  2.41sec  DPE=  37604| 4%  DPET=  46739  DPR=   0.0  pDPS=15507  Miss=0.00%  Hit=30114|20816|33425  Crit=61406|42464|68187|26.8%  Parry=3.0%
    dash                         Count=  2.0|186.67sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.4| 45.36sec  DPE= 528822| 2%  DPET= 526481  DPR=   0.0  pDPS= 7840  Miss=0.00%  Hit=424755|63679|526597  Crit=868007|129906|1074258|26.4%  Parry=3.0%
    leech                        Count=201.5|  1.82sec  DPE=  34711|69%  DPET=      0  DPR=   0.0  pDPS=23415  Miss=0.00%  Hit=34711|  29|167422
    mangle                       Count= 45.2|  6.55sec  DPE= 261268|10%  DPET= 214242  DPR=   0.0  pDPS=39423  Miss=0.00%  Hit=204438|129866|270889  Crit=416917|275315|552614|26.7%
    maul                         Count= 66.2|  4.44sec  DPE=  55713| 3%  DPET=      0  DPR=2785.7  pDPS=12311  Miss=0.00%  Hit=40540|25705|53566  Crit=82690|52438|109275|36.0%
    moonfire                     Count= 36.3|  8.07sec  DPE= 752398|23%  DPET= 617358  DPR=   0.0  pDPS=91268  Miss=0.00%  Hit=103963|47170|289434  Crit=212217|96227|590444|26.9%  TickCount=182  MissTick=0.0%  Tick=49478|83|67000  CritTick=100953|169|136679|26.9%  UpTime=98.3%
    natures_guardian             Count=201.5|  1.82sec  DPE=   4297| 8%  DPET=      0  DPR=   0.0  pDPS= 2899  Miss=0.00%  Hit=4297|   4|20752
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 24.4|  6.01sec  DPE= 231483| 5%  DPET=      0  DPR=   0.0  pDPS=19191  Miss=0.00%  Hit=183042|119284|213008  Crit=373316|243340|434536|26.5%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.62sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.3|  9.73sec  DPE= 173994| 4%  DPET=      0  DPR=   0.0  pDPS=15274  Miss=0.00%  Hit=173993|169198|195885
    rake                         Count= 21.3| 14.68sec  DPE= 634286|11%  DPET= 631468  DPR=   0.0  pDPS=45029  Miss=0.00%  Hit=89700|57517|182938  Crit=183173|117335|373193|26.1%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=90279|28|190255  CritTick=184242|114|388120|26.8%  UpTime=94.7%
    rip                          Count=  9.3| 26.04sec  DPE=1412460|11%  DPET=1406261  DPR=   0.0  pDPS=44015  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=76273|607|103357  CritTick=155618|874|210848|26.9%  UpTime=90.1%
    shred                        Count= 49.0|  6.10sec  DPE= 197890| 8%  DPET= 197004  DPR=   0.0  pDPS=32373  Miss=0.00%  Hit=159523|106244|177293  Crit=325469|216738|361678|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.6| 47.53sec  DPE= 121831| 1%  DPET= 105324  DPR=   0.0  pDPS= 2303  Miss=0.00%  Hit=95115|65621|107398  Crit=194072|133867|219092|27.0%
    thrash_bear                  Count= 35.8|  8.30sec  DPE= 328369|10%  DPET= 270356  DPR=   0.0  pDPS=39246  Miss=0.00%  Hit=170828|109547|230828  Crit=348656|227773|470890|26.9%  TickCount=97  MissTick=0.0%  Tick=31521|5136|43548  CritTick=64296|19691|88839|26.8%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.4 trigger= 84.4 uptime=17.47%  benefit=18%
    bear_form             : start=23.3 refresh=  0.0 interval= 12.9 trigger= 12.9 uptime=61.49%  benefit=61%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.7 refresh=  0.0 interval= 12.9 trigger= 13.1 uptime=38.51%  benefit=39%
    collapsing_shadow     : start= 5.4 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=26.63%  benefit=27%
    dash                  : start= 2.0 refresh=  0.0 interval=186.8 trigger=186.8 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.9 refresh= 45.4 interval=  8.1 trigger=  3.6 uptime=53.38%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 37.7 uptime=86.20%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 44.2 interval=234.5 trigger=  6.5 uptime=97.72%  benefit=98%
    mangle                : start=15.5 refresh=  0.0 interval= 18.2 trigger= 18.2 uptime= 6.53%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.6 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.38%  benefit=11%
  Procs:
     15.5 |  18.18sec : gore
  Gains:
    6995136.0 : leech             (health)
    2341730.1 : brambles          (health)
    866018.0 : natures_guardian  (health)
       466.3 : bear_form         (rage)
       781.2 : bear_melee        (rage)
       143.2 : thrash_bear       (rage)
       287.8 : mangle            (rage)
        20.3 : rake              (combo_points)  (overflow=1.3%)
        46.7 : shred             (combo_points)  (overflow=1.6%)
      3092.9 : energy_regen      (energy)  (overflow=38.2%)
        74.6 : energy_refund     (energy)
       290.7 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Obelisk_of_the_Void_905 tauren druid guardian 110
  DPS: 399335.1  DPS-Error=158.5/0.040%  DPS-Range=28436/7.1%  DPS-Convergence=68.7%
  HPS: 26323.5 HPS-Error=45.0/0.2%
  DPR=61423.7  RPS-Out=6.5 RPS-In=6.5  Resource=(rage) Waiting=0.0 ApM=66.9
  DTPS: 1940282.3  DTPS-error=1388.1/0.1% 
  TMI: 1750821.3  TMI-error=3372.5/0.2%  TMI-min=1264313.8  TMI-max=2763460.9 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=19.21%|19.21%(7203)  speed=19.21%|19.21%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=19.21%|19.21%(7203)  speed=19.21%|19.21%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.32sec  DPE= 226344| 0%  DPET=      0  DPR=   0.0  pDPS=    0
